Datetime,OrderID,ProductID,Quantity,CategoryID,CategoryCode,BrandID,USDPrice,UserID,Gender,Color,Metal,Gem
2018-12-01 11:40:29 UTC,1.92472E+18,1.8422E+18,1,1.80683E+18,jewelry.earring,0,561.51,1.51592E+18,,red,gold,diamond
2018-12-01 17:38:31 UTC,1.9249E+18,1.80683E+18,1,1.80683E+18,,,212.14,1.51592E+18,,yellow,gold,
2018-12-02 13:53:42 UTC,1.92551E+18,1.84221E+18,1,1.80683E+18,jewelry.pendant,1,54.66,1.51592E+18,f,white,gold,sapphire
2018-12-02 17:44:02 UTC,1.92563E+18,1.83557E+18,1,1.80683E+18,jewelry.pendant,0,88.9,1.51592E+18,f,red,gold,diamond
2018-12-02 21:30:19 UTC,1.92574E+18,1.87394E+18,1,1.80683E+18,jewelry.necklace,0,417.67,1.51592E+18,,red,gold,amethyst
2018-12-02 22:09:34 UTC,1.92576E+18,1.83557E+18,1,1.80683E+18,jewelry.earring,1,102.27,1.51592E+18,,red,gold,
2018-12-02 22:09:34 UTC,1.92576E+18,1.60002E+18,1,1.80683E+18,jewelry.earring,0,150.55,1.51592E+18,,red,gold,diamond
2018-12-02 22:16:20 UTC,1.92576E+18,1.83557E+18,1,1.80683E+18,jewelry.earring,0,83.42,1.51592E+18,,white,gold,fianit
2018-12-03 07:03:49 UTC,1.92603E+18,1.8118E+18,1,1.80683E+18,jewelry.pendant,2,60.27,1.51592E+18,f,red,gold,pearl
2018-12-03 09:48:34 UTC,1.92611E+18,1.83628E+18,1,1.80683E+18,jewelry.earring,1,217.4,1.51592E+18,,red,gold,diamond
2018-12-03 09:48:34 UTC,1.92611E+18,1.87764E+18,1,1.80683E+18,jewelry.ring,1,180.71,1.51592E+18,,white,gold,diamond
2018-12-03 09:48:34 UTC,1.92611E+18,1.87834E+18,1,1.80683E+18,jewelry.brooch,1,232.1,1.51592E+18,,red,gold,fianit
2018-12-03 11:14:25 UTC,1.92616E+18,1.83955E+18,1,1.80683E+18,jewelry.ring,1,203.92,1.51592E+18,,yellow,gold,
2018-12-03 18:43:00 UTC,1.92638E+18,1.80746E+18,1,1.80683E+18,jewelry.earring,0,84.45,1.51592E+18,,white,gold,fianit
2018-12-04 06:04:18 UTC,1.92672E+18,1.83975E+18,1,1.80683E+18,jewelry.ring,0,254.45,1.51592E+18,,red,gold,amethyst
2018-12-04 08:06:10 UTC,1.92679E+18,1.83809E+18,1,1.80683E+18,jewelry.earring,0,251.15,1.51592E+18,,red,gold,quartz
2018-12-04 12:40:48 UTC,1.92692E+18,1.8744E+18,1,1.80683E+18,jewelry.ring,1,154.88,1.51592E+18,,white,gold,diamond
2018-12-04 12:40:48 UTC,1.92692E+18,1.8744E+18,1,1.80683E+18,jewelry.ring,1,154.88,1.51592E+18,,white,gold,diamond
2018-12-04 17:18:19 UTC,1.92706E+18,1.83683E+18,1,1.80683E+18,jewelry.earring,0,2171.1,1.51592E+18,,yellow,gold,topaz
2018-12-04 19:55:22 UTC,1.92714E+18,1.80757E+18,1,1.80683E+18,jewelry.earring,1,102.6,1.51592E+18,f,yellow,gold,garnet
2018-12-04 20:10:22 UTC,1.92715E+18,1.80683E+18,1,1.80683E+18,jewelry.pendant,1,61.51,1.51592E+18,f,yellow,gold,garnet
2018-12-04 20:12:31 UTC,1.92715E+18,1.3136E+18,1,1.80683E+18,jewelry.bracelet,0,335.48,1.51592E+18,,yellow,gold,garnet
2018-12-05 07:34:21 UTC,1.92749E+18,1.80725E+18,1,1.80683E+18,jewelry.earring,2,616.3,1.51592E+18,f,red,gold,diamond
2018-12-05 08:25:56 UTC,1.92752E+18,1.31539E+18,1,1.80683E+18,jewelry.earring,1,67.41,1.48112E+18,f,white,gold,fianit
2018-12-05 08:40:12 UTC,1.92753E+18,1.8398E+18,1,1.80683E+18,jewelry.pendant,4,1.03,1.51592E+18,,,silver,fianit
2018-12-05 09:12:09 UTC,1.92754E+18,1.80683E+18,1,1.80683E+18,jewelry.pendant,1,58.53,1.51592E+18,,red,gold,sapphire
2018-12-05 09:37:05 UTC,1.92756E+18,1.83739E+18,1,1.80683E+18,jewelry.earring,2,225.89,1.51592E+18,f,red,gold,garnet
2018-12-05 10:58:16 UTC,1.9276E+18,1.83578E+18,1,1.80683E+18,jewelry.earring,1,109.45,1.51592E+18,,red,gold,topaz
2018-12-05 15:06:56 UTC,1.92772E+18,1.80683E+18,1,1.80683E+18,jewelry.earring,0,37.26,1.51592E+18,,red,gold,
2018-12-05 19:54:11 UTC,1.92787E+18,1.80746E+18,1,1.80683E+18,jewelry.bracelet,1,130.71,1.51592E+18,f,red,gold,pearl
2018-12-06 08:25:37 UTC,1.92824E+18,1.8398E+18,1,1.80683E+18,jewelry.pendant,4,1.03,1.51592E+18,,,silver,fianit
2018-12-06 08:25:37 UTC,1.92824E+18,1.84064E+18,1,1.80683E+18,jewelry.pendant,,1.05,1.51592E+18,,,silver,fianit
2018-12-06 11:58:11 UTC,1.92835E+18,1.80683E+18,1,1.80683E+18,,,505.36,1.51592E+18,f,yellow,gold,
2018-12-06 13:33:09 UTC,1.9284E+18,1.83557E+18,1,1.80683E+18,jewelry.bracelet,1,168.74,1.32453E+18,f,red,gold,fianit
2018-12-06 16:29:24 UTC,1.92849E+18,1.83817E+18,1,1.80683E+18,jewelry.earring,1,1246.44,1.51592E+18,f,red,gold,diamond
2018-12-07 10:24:18 UTC,1.92903E+18,1.8398E+18,1,1.80683E+18,jewelry.pendant,4,1.03,1.51592E+18,,,silver,fianit
2018-12-07 14:28:27 UTC,1.92915E+18,1.83557E+18,1,1.80683E+18,jewelry.ring,1,147.92,1.51592E+18,,red,gold,topaz
2018-12-07 14:45:44 UTC,1.92916E+18,1.80683E+18,1,1.80683E+18,jewelry.ring,0,82.05,1.51592E+18,,red,gold,topaz
2018-12-07 17:26:59 UTC,1.92924E+18,1.83557E+18,1,1.80683E+18,jewelry.ring,,211.6,1.51592E+18,,white,gold,diamond
2018-12-08 12:00:21 UTC,1.9298E+18,1.83566E+18,1,1.80683E+18,jewelry.earring,1,1424.07,1.51592E+18,f,red,gold,diamond
2018-12-08 15:08:35 UTC,1.9299E+18,1.35304E+18,1,1.80683E+18,electronics.clocks,6,292.47,1.31375E+18,,red,gold,fianit
2018-12-08 15:11:22 UTC,1.9299E+18,1.83589E+18,1,1.80683E+18,electronics.clocks,6,296.3,1.31375E+18,,red,gold,fianit
2018-12-08 16:06:37 UTC,1.92993E+18,1.83557E+18,1,1.80683E+18,jewelry.earring,1,103.95,1.51592E+18,,red,gold,
2018-12-08 18:47:47 UTC,1.93001E+18,1.85074E+18,1,1.80683E+18,jewelry.ring,1,472.47,1.51592E+18,f,red,gold,diamond
2018-12-09 11:38:57 UTC,1.93052E+18,1.91538E+18,1,1.80683E+18,jewelry.ring,1,257.51,1.46011E+18,f,red,gold,diamond
2018-12-09 20:45:14 UTC,1.93079E+18,1.88261E+18,1,1.80683E+18,jewelry.bracelet,,200.56,1.51592E+18,,red,gold,
2018-12-10 19:20:34 UTC,1.93147E+18,1.31596E+18,1,1.80683E+18,jewelry.earring,1,68.36,1.51592E+18,,red,gold,fianit
2018-12-11 12:14:37 UTC,1.93198E+18,1.80683E+18,1,1.80683E+18,,,212.14,1.51592E+18,,yellow,gold,
2018-12-12 06:27:06 UTC,1.93253E+18,1.83652E+18,1,1.80683E+18,jewelry.earring,1,141.62,1.51592E+18,,red,gold,amethyst
2018-12-12 06:27:06 UTC,1.93253E+18,1.83652E+18,1,1.80683E+18,jewelry.earring,1,141.62,1.51592E+18,,red,gold,amethyst
2018-12-12 07:32:02 UTC,1.93257E+18,1.842E+18,1,1.80683E+18,jewelry.pendant,1,71.63,1.51592E+18,,red,gold,topaz
2018-12-12 07:32:02 UTC,1.93257E+18,1.83637E+18,1,1.80683E+18,jewelry.earring,1,175.96,1.51592E+18,,red,gold,
2018-12-12 07:32:02 UTC,1.93257E+18,1.83643E+18,1,1.80683E+18,jewelry.earring,1,72.86,1.51592E+18,,red,gold,fianit
2018-12-12 07:32:02 UTC,1.93257E+18,1.83975E+18,1,1.80683E+18,jewelry.ring,0,254.45,1.51592E+18,,red,gold,amethyst
2018-12-12 07:38:38 UTC,1.93257E+18,1.87563E+18,1,1.80683E+18,jewelry.bracelet,5,152.77,1.51592E+18,,,silver,
2018-12-12 08:03:39 UTC,1.93258E+18,1.80757E+18,1,1.80683E+18,jewelry.earring,0,109.55,1.34773E+18,,white,gold,topaz
2018-12-12 08:13:29 UTC,1.93259E+18,1.87696E+18,1,1.80683E+18,jewelry.earring,1,212.84,1.32516E+18,,red,gold,quartz_smoky
2018-12-12 08:27:53 UTC,1.93259E+18,1.87696E+18,1,1.80683E+18,jewelry.earring,1,212.84,1.32516E+18,,red,gold,quartz_smoky
2018-12-12 10:41:13 UTC,1.93266E+18,1.83557E+18,1,1.80683E+18,jewelry.earring,0,107.73,1.49633E+18,,white,gold,
2018-12-12 14:10:50 UTC,1.93277E+18,1.83837E+18,1,1.80683E+18,jewelry.earring,1,264.64,1.32516E+18,,red,gold,fianit
2018-12-12 14:10:50 UTC,1.93277E+18,1.86012E+18,1,1.80683E+18,jewelry.ring,3,244.82,1.32516E+18,,,silver,fianit
2018-12-12 16:20:31 UTC,1.93283E+18,1.83793E+18,1,1.80683E+18,jewelry.pendant,1,247.85,1.32516E+18,,red,gold,fianit
2018-12-12 16:20:31 UTC,1.93283E+18,1.83793E+18,1,1.80683E+18,jewelry.pendant,1,247.85,1.32516E+18,,red,gold,fianit
2018-12-12 16:20:31 UTC,1.93283E+18,1.83793E+18,1,1.80683E+18,jewelry.pendant,1,247.85,1.32516E+18,,red,gold,fianit
2018-12-12 16:20:31 UTC,1.93283E+18,1.80683E+18,1,1.80683E+18,jewelry.ring,1,157.4,1.32516E+18,,red,gold,diamond
